Roll number,Rarity,Operator
61,4,Vigna
62,3,Plume
63,4,Aciddrop
64,4,Vermeil
65,3,Lava
66,3,Ansel
67,4,Pinecone
68,3,Steward
69,4,Frostleaf
70,5,Mulberry
71,4,Cuora
72,6,Mlynar
1,3,Fang
2,5,Proviso
3,3,Hibiscus
4,4,Beehunter
5,4,Cuora
6,4,Cutter
7,4,Myrrh
8,3,Beagle
9,4,Chestnut
10,4,Myrtle
11,3,Plume
12,3,Cardigan
13,3,Lava
14,3,Lava
15,3,Popukar
16,3,Midnight
17,4,Greyy
18,3,Kroos
19,5,Proviso
20,3,Spot
21,3,Ansel
22,3,Plume
23,4,Jackie
24,4,Cutter
25,3,Fang
26,4,Beanstalk
27,3,Vanilla
28,4,Haze
29,4,Scavenger
30,3,Melantha
31,5,Hibiscus the Purifier
32,4,Matoimaru
33,4,Frostleaf
34,3,Fang
35,5,Franka
36,3,Lava
37,4,Gummy
38,3,Catapult
39,4,Ambriel
40,4,Jaye
41,4,Myrrh
42,3,Melantha
43,4,Shaw
44,3,Lava
45,3,Melantha
46,3,Spot
47,3,Popukar
48,4,Cutter
49,4,Aciddrop
50,4,Perfumer
51,4,Ambriel
52,4,Myrtle
53,4,Earthspirit
54,4,Gummy
55,4,Beehunter
56,3,Plume
57,6,Eunectes
58,3,Plume
59,4,Pinecone
60,5,Iris
61,4,Jaye
62,4,Doberman
63,4,May
64,3,Ansel
65,3,Melantha
66,4,Vigna
67,3,Steward
68,3,Steward
69,3,Catapult
70,4,Perfumer
71,4,Frostleaf
72,4,Doberman
73,4,Arene
74,3,Midnight
75,5,Meteorite
76,4,Gravel
77,3,Kroos
78,4,Jessica
79,4,Scavenger
80,3,Vanilla
81,4,Aciddrop
82,4,Jackie
83,4,Sussurro
84,4,Earthspirit
85,6,Mlynar
1,3,Catapult
2,4,Gravel
3,4,Mousse
4,5,Proviso
5,4,Gummy
6,4,Earthspirit
7,4,Doberman
8,5,Mayer
9,3,Catapult
10,3,Melantha
11,4,Shaw
12,3,Kroos
13,4,Cuora
14,4,Scavenger
15,3,Melantha
16,4,Click
17,6,Mlynar
1,4,Rope
2,4,Cuora
3,4,Deepcolor
4,3,Catapult
5,4,Myrtle
6,3,Orchid
7,3,Kroos
8,4,Scavenger
9,3,Catapult
10,5,Franka
11,4,Pinecone
12,3,Lava
13,4,Myrrh
14,4,Gravel
15,5,Platinum
16,3,Steward
17,3,Spot
18,5,Leizi
19,3,Catapult
20,5,Proviso
21,4,Matoimaru
22,4,Gravel
23,3,Catapult
24,4,Roberta
25,3,Hibiscus
26,4,Click
27,4,Cutter
28,4,May
29,5,Proviso
30,4,Arene
31,3,Plume
32,5,Tsukinogi
33,4,Shirayuki
34,4,Greyy
35,4,Sussurro
36,3,Melantha
37,3,Steward
38,4,Vigna
39,3,Popukar
40,3,Lava
41,4,Chestnut
42,3,Steward
43,4,Podenco
44,4,Jaye
45,3,Cardigan
46,3,Beagle
47,4,Vermeil
48,4,Cuora
49,4,Myrtle
50,4,Click
51,5,Proviso
52,4,Shaw
53,6,Mlynar
1,3,Spot
2,5,Proviso
3,3,Orchid
4,4,Arene
5,4,Vermeil
6,4,Gummy
7,3,Hibiscus
8,4,Myrtle
9,3,Hibiscus
10,4,Vigna
11,4,Beehunter
12,5,Franka
13,3,Lava
14,5,Franka
15,4,Earthspirit
16,4,Indigo
17,4,Myrtle
18,4,Pinecone
19,6,Mostima
20,3,Orchid
21,3,Cardigan
22,4,Vermeil
23,3,Spot
24,4,Chestnut
25,4,Meteor
26,4,Aciddrop
27,4,Myrtle
28,4,Matterhorn
29,6,Mlynar
1,3,Cardigan
2,4,Beanstalk
3,3,Hibiscus
4,3,Popukar
5,6,Mlynar
1,3,Orchid
2,4,Beanstalk
3,5,Proviso
4,4,Click
5,3,Beagle
6,3,Kroos
7,4,Aciddrop
8,4,Utage
9,4,May
10,4,Click
11,4,Mousse
12,4,Click
13,6,Siege
14,3,Beagle
15,4,Rope
16,4,Rope
17,4,Shirayuki
18,3,Vanilla
19,4,Deepcolor
20,4,Click
21,4,Matoimaru
22,4,Vigna
23,3,Ansel
24,3,Popukar
25,3,Melantha
26,4,Vigna
27,3,Midnight
28,4,Arene
29,3,Ansel
30,3,Beagle
31,4,Earthspirit
32,4,Gravel
33,3,Beagle
34,4,Gummy
35,4,Beehunter
36,5,Proviso
37,4,Meteor
38,3,Orchid
39,3,Hibiscus
40,3,Orchid
41,4,Roberta
42,4,Pinecone
43,4,Sussurro
44,4,Greyy
45,4,Beanstalk
46,3,Ansel
47,3,Midnight
48,4,Deepcolor
49,4,Matoimaru
50,4,Sussurro
51,3,Hibiscus
52,4,Vigna
53,3,Plume
54,4,Greyy
55,3,Orchid
56,3,Vanilla
57,4,Gravel
58,3,Kroos
59,3,Beagle
60,4,Gummy
61,3,Orchid
62,4,Beehunter
63,3,Cardigan
64,5,Franka
65,3,Midnight
66,4,Utage
67,4,Greyy
68,4,Meteor
69,4,Ambriel
70,4,Pinecone
71,4,Meteor
72,4,Gummy
73,3,Hibiscus
74,4,Sussurro
75,4,Greyy
76,3,Kroos
77,3,Spot
78,4,Matoimaru
79,5,Franka
80,3,Ansel
81,4,Arene
82,5,Franka
83,4,Jaye
84,3,Orchid
85,4,Gravel
86,4,Perfumer
87,4,Gravel
88,3,Popukar
89,4,Meteor
90,4,Mousse
91,4,Myrrh
92,4,Roberta
93,3,Midnight
94,4,Haze
95,4,Matterhorn
96,4,Deepcolor
97,3,Beagle
98,4,Matoimaru
99,4,Scavenger
100,4,Greyy
101,4,Podenco
102,3,Orchid
103,4,Haze
104,4,Roberta
105,3,Cardigan
106,4,Indigo
107,3,Steward
108,3,Kroos
109,3,Orchid
110,4,Mousse
111,4,Vigna
112,4,Click
113,3,Midnight
114,6,Rosa
115,3,Fang
116,3,Ansel
117,3,Fang
118,3,Melantha
119,3,Lava
120,4,Cuora
121,4,Cutter
122,3,Fang
123,3,Beagle
124,3,Kroos
125,4,Matoimaru
126,4,Shaw
127,3,Vanilla
128,4,Scavenger
129,4,Podenco
130,4,Vermeil
131,3,Fang
132,4,Arene
133,4,Myrrh
134,3,Cardigan
135,3,Vanilla
136,4,Click
137,3,Steward
138,4,Shirayuki
139,5,Blue Poison
140,3,Vanilla
141,3,Steward
142,4,Scavenger
143,4,Gummy
144,4,Podenco
145,4,Matoimaru
146,3,Orchid
147,3,Lava
148,4,Vermeil
149,4,Matterhorn
150,5,Franka
151,3,Spot
152,3,Plume
153,4,Roberta
154,5,Hibiscus the Purifier
155,4,Gummy
156,4,Beanstalk
157,4,Matoimaru
158,4,Roberta
159,4,Gummy
160,4,Beehunter
161,4,Matterhorn
162,3,Cardigan
163,3,Fang
164,4,Ambriel
165,4,Greyy
166,3,Steward
167,3,Vanilla
168,3,Beagle
169,4,Beanstalk
170,3,Spot
171,5,Proviso
172,4,Utage
173,4,Earthspirit
174,4,Matoimaru
175,4,Frostleaf
176,4,Ambriel
177,4,May
178,4,Pinecone
179,4,Myrrh
180,5,Zima
181,3,Hibiscus
182,3,Hibiscus
183,3,Ansel
184,3,Hibiscus
185,3,Melantha
186,4,Cutter
187,3,Melantha
188,3,Plume
189,4,Doberman
190,4,Rope
191,4,Arene
192,4,Greyy
193,3,Orchid
194,6,Mlynar
1,4,Sussurro
2,4,Jackie
3,4,Matoimaru
4,4,Deepcolor
5,4,Aciddrop
6,5,Proviso
7,4,Rope
8,3,Steward
9,4,Matterhorn
10,5,Franka
11,4,Gummy
12,3,Ansel
13,4,Aciddrop
14,3,Orchid
15,3,Beagle
16,3,Beagle
17,3,Plume
18,3,Melantha
19,4,Shaw
20,4,Matterhorn
21,4,Frostleaf
22,4,Ambriel
23,3,Cardigan
24,5,Proviso
25,5,Mulberry
26,4,Utage
27,4,Earthspirit
28,3,Lava
29,3,Melantha
30,3,Hibiscus
31,3,Popukar
32,4,Haze
33,3,Beagle
34,3,Lava
35,5,Franka
36,4,Jessica
37,4,Jaye
38,3,Melantha
39,4,Vigna
40,3,Popukar
41,4,Podenco
42,4,Mousse
43,4,Earthspirit
44,3,Beagle
45,3,Catapult
46,5,Sora
47,3,Lava
48,4,Vigna
49,4,Jackie
50,3,Midnight
51,3,Melantha
52,4,Matoimaru
53,3,Beagle
54,3,Plume
55,3,Spot
56,4,Indigo
57,4,Earthspirit
58,3,Steward
59,3,Popukar
60,4,Meteor
61,5,Franka
62,4,Jackie
63,4,Matterhorn
64,4,Cuora
65,4,Jaye
66,4,Jessica
67,3,Catapult
68,3,Cardigan
69,4,Beehunter
70,3,Fang
71,4,Jackie
72,3,Popukar
73,5,Corroserum
74,3,Hibiscus
75,4,Greyy
76,3,Ansel
77,4,Mousse
78,3,Vanilla
79,3,Lava
80,6,Mlynar
1,4,Chestnut
2,4,Jessica
3,4,Jaye
4,5,Franka
5,5,Provence
6,3,Orchid
7,3,Popukar
8,5,Proviso
9,4,Myrrh
10,3,Midnight
11,4,Roberta
12,3,Fang
13,3,Melantha
14,4,Gravel
15,3,Cardigan
16,4,Gravel
17,5,Proviso
18,4,Gravel
19,3,Steward
20,4,Perfumer
21,3,Hibiscus
22,3,Catapult
23,3,Hibiscus
24,4,Matterhorn
25,4,Earthspirit
26,5,Nightmare
27,3,Cardigan
28,3,Fang
29,3,Steward
30,4,Doberman
31,3,Plume
32,3,Midnight
33,4,Ambriel
34,3,Beagle
35,4,Shirayuki
36,4,Gummy
37,4,Beanstalk
38,6,Ceobe
39,4,Deepcolor
40,5,Proviso
41,4,Pinecone
42,4,Arene
43,4,Shirayuki
44,3,Popukar
45,3,Hibiscus
46,3,Midnight
47,4,Doberman
48,3,Hibiscus
49,4,Earthspirit
50,4,Frostleaf
51,4,Aciddrop
52,3,Plume
53,3,Spot
54,4,Utage
55,4,Roberta
56,4,Pinecone
57,5,Proviso
58,4,Gummy
59,3,Lava
60,4,Vermeil
61,4,Sussurro
62,3,Midnight
63,4,Scavenger
64,3,Melantha
65,4,Jackie
66,3,Midnight
67,3,Fang
68,3,Spot
69,4,Gummy
70,4,May
71,4,Cuora
72,3,Melantha
73,4,Greyy
74,4,Myrrh
75,4,Myrrh
76,5,Proviso
77,3,Melantha
78,4,Pinecone
79,4,Ambriel
80,4,Beanstalk
81,4,Ambriel
82,4,Jackie
83,3,Vanilla
84,4,Beehunter
85,3,Hibiscus
86,4,Jaye
87,4,Myrtle
88,4,Ambriel
89,5,Blue Poison
90,4,Cutter
91,5,Proviso
92,4,Matterhorn
93,4,Roberta
94,4,Utage
95,4,Indigo
96,3,Vanilla
97,3,Plume
98,4,Vigna
99,3,Vanilla
100,3,Kroos
101,4,Arene
102,4,Myrrh
103,4,Chestnut
104,4,Myrtle
105,4,Earthspirit
106,4,Perfumer
107,3,Lava
108,5,Franka
109,5,April
110,3,Spot
111,4,Jackie
112,4,Doberman
113,4,Utage
114,3,Plume
115,3,Fang
116,4,Myrrh
117,3,Cardigan
118,3,Cardigan
119,4,Beanstalk
120,4,Myrrh
121,3,Steward
122,3,Beagle
123,4,Jaye
124,4,Beanstalk
125,3,Ansel
126,3,Spot
127,5,Proviso
128,4,Vigna
129,3,Orchid
130,3,Melantha
131,3,Melantha
132,4,Gummy
133,3,Ansel
134,4,Scavenger
135,4,Haze
136,3,Ansel
137,3,Lava
138,3,Steward
139,4,Shaw
140,4,Podenco
141,4,Pinecone
142,4,Rope
143,4,Utage
144,4,Myrrh
145,3,Fang
146,3,Orchid
147,3,Fang
148,5,Projekt Red
149,3,Catapult
150,4,Jackie
151,4,Sussurro
152,3,Vanilla
153,3,Orchid
154,4,Jessica
155,4,Jessica
156,3,Midnight
157,3,Midnight
158,3,Orchid
159,3,Kroos
160,4,Pinecone
161,4,Sussurro
162,4,Deepcolor
163,4,Ambriel
164,3,Midnight
165,4,Beanstalk
166,4,Indigo
167,5,Provence
168,4,Sussurro
169,4,Perfumer
170,4,Beehunter
171,4,Myrtle
172,3,Hibiscus
173,4,Cuora
174,4,Greyy
175,3,Cardigan
176,4,Beanstalk
177,3,Lava
178,3,Popukar
179,5,Proviso
180,3,Cardigan
181,4,Podenco
182,3,Plume
183,3,Beagle
184,4,Perfumer
185,4,Indigo
186,4,Vigna
187,3,Catapult
188,6,Eyjafjalla
189,4,Gummy
190,3,Melantha
191,3,Catapult
192,4,Jessica
193,3,Plume
194,4,Haze
195,3,Fang
196,4,Roberta
197,3,Cardigan
198,4,Greyy
199,4,Frostleaf
200,4,Perfumer
201,5,Sesa
202,4,Doberman
203,3,Orchid
204,3,Melantha
205,3,Cardigan
206,4,Matoimaru
207,3,Ansel
208,4,Utage
209,3,Kroos
210,3,Popukar
211,4,Cuora
212,4,Jackie
213,4,Click
214,4,Ambriel
215,3,Hibiscus
216,4,Chestnut
217,3,Hibiscus
218,3,Kroos
219,3,Cardigan
220,4,Rope
221,4,Beehunter
222,4,Shaw
223,3,Ansel
224,5,Windflit
225,5,Proviso
226,3,Fang
227,4,Sussurro
228,4,Frostleaf
229,3,Orchid
230,4,Scavenger
231,4,Aciddrop
232,4,Doberman
233,4,Aciddrop
234,4,Arene
235,3,Kroos
236,4,Beehunter
237,4,Shaw
238,3,Spot
239,4,Mousse
240,4,Meteor
241,4,Earthspirit
242,4,Meteor
243,4,Matterhorn
244,4,Gummy
245,3,Popukar
246,3,Spot
247,3,Steward
248,3,Popukar
249,4,Rope
250,5,Franka
251,4,Vigna
252,4,Indigo
253,4,Deepcolor
254,3,Kroos
255,5,Texas
256,3,Hibiscus
257,3,Cardigan
258,4,Cutter
259,4,Utage
260,3,Orchid
261,4,Scavenger
262,4,Doberman
263,6,Archetto
264,3,Lava
265,3,Midnight
266,4,Vermeil
267,4,Haze
268,3,Fang
269,4,Shirayuki
270,4,Greyy
271,4,Gravel
272,3,Steward
273,3,Plume
274,3,Plume
275,3,Plume
276,5,Proviso
277,4,Frostleaf
278,3,Orchid
279,3,Steward
280,4,Scavenger
281,4,Haze
282,4,Greyy
283,5,Proviso
284,4,Vermeil
285,4,Jackie
286,3,Plume
287,3,Melantha
288,4,Perfumer
289,3,Catapult
290,5,Franka
291,3,Orchid
292,3,Beagle
293,4,Matoimaru
294,3,Hibiscus
295,3,Steward
296,3,Vanilla
297,3,Catapult
298,3,Ansel
299,4,Cutter
300,4,Cuora
301,3,Kroos
302,4,Myrtle
303,4,Doberman
304,4,Scavenger
305,4,Rope
306,5,La Pluma
307,4,Gravel
308,4,Myrrh
309,3,Midnight
310,3,Cardigan
311,5,Manticore
312,3,Steward
313,4,Shaw
314,4,Matterhorn
315,4,Frostleaf
316,4,Click
317,4,Vermeil
318,4,May
319,4,Beehunter
320,4,Gummy
321,6,Mlynar
1,3,Melantha
2,4,Cuora
3,3,Beagle
4,3,Ansel
5,4,Cuora
6,4,Aciddrop
7,4,Indigo
8,3,Popukar
9,3,Catapult
10,5,Meteorite
11,4,Jaye
12,3,Beagle
13,3,Plume
14,5,Blue Poison
15,3,Vanilla
16,4,Cuora
17,3,Spot
18,4,Pinecone
19,3,Popukar
20,4,Mousse
21,4,Cutter
22,4,Cutter
23,5,Liskarm
24,4,Utage
25,4,Gummy
26,4,Roberta
27,4,Haze
28,3,Ansel
29,4,Jaye
30,3,Kroos
31,3,Lava
32,5,Proviso
33,5,Franka
34,3,Plume
35,4,Gummy
36,3,Fang
37,4,Myrtle
38,4,Scavenger
39,4,Ambriel
40,3,Midnight
41,4,Cutter
42,4,Mousse
43,4,Sussurro
44,4,Podenco
45,3,Kroos
46,3,Orchid
47,3,Ansel
48,3,Orchid
49,4,Aciddrop
50,4,Jessica
51,3,Orchid
52,4,Matterhorn
53,6,Mlynar
1,3,Lava
2,3,Kroos
3,4,Meteor
4,4,Jessica
5,4,Utage
6,4,Greyy
7,4,Roberta
8,4,Sussurro
9,4,Cuora
10,5,La Pluma
11,4,Pinecone
12,3,Popukar
13,3,Melantha
14,4,Jessica
15,3,Hibiscus
16,3,Midnight
17,3,Catapult
18,5,Liskarm
19,3,Kroos
20,4,Shaw
21,4,Jackie
22,3,Melantha
23,4,Gummy
24,3,Melantha
25,3,Cardigan
26,3,Plume
27,3,Cardigan
28,3,Steward
29,4,Myrtle
30,4,Click
31,4,Cutter
32,3,Kroos
33,6,Mlynar
1,4,Utage
2,4,Aciddrop
3,4,Cutter
4,4,Scavenger
5,4,Pinecone
6,4,Mousse
7,4,Shaw
8,4,Rope
9,3,Cardigan
10,5,Franka
11,3,Fang
12,3,Spot
13,3,Midnight
14,4,Cuora
15,3,Vanilla
16,4,Gummy
17,4,Chestnut
18,3,Melantha
19,4,Rope
20,5,Aosta
21,5,Proviso
22,4,Matterhorn
23,3,Orchid
24,3,Lava
25,4,Sussurro
26,3,Steward
27,3,Melantha
28,4,Mousse
29,4,Ambriel
30,3,Spot
31,6,Fiamemtta
32,3,Kroos
33,4,Earthspirit
34,4,Myrtle
35,3,Kroos
36,4,Chestnut
37,3,Beagle
38,3,Fang
39,3,Cardigan
40,3,Spot
41,3,Orchid
42,4,Deepcolor
43,4,Ambriel
44,4,Arene
45,4,Gravel
46,3,Ansel
47,4,Cuora
48,3,Ansel
49,3,Melantha
50,4,Utage
51,3,Ansel
52,3,Catapult
53,3,Fang
54,4,Utage
55,4,Click
56,4,Gravel
57,3,Orchid
58,4,Haze
59,3,Popukar
60,3,Ansel
61,4,Podenco
62,4,Myrtle
63,5,Meteorite
64,3,Ansel
65,4,Meteor
66,4,Chestnut
67,4,Cutter
68,3,Lava
69,3,Cardigan
70,4,Utage
71,3,Lava
72,4,Myrrh
73,4,May
74,4,Roberta
75,6,Mlynar
1,4,Beanstalk
2,3,Popukar
3,4,Mousse
4,3,Ansel
5,3,Popukar
6,3,Vanilla
7,4,May
8,3,Lava
9,4,Matterhorn
10,5,Franka
11,4,Sussurro
12,5,Proviso
13,3,Steward
14,5,Waai Fu
15,4,Sussurro
16,4,Ambriel
17,4,Chestnut
18,4,Deepcolor
19,4,Arene
20,3,Spot
21,4,Deepcolor
22,6,Exusiai
23,3,Lava
24,4,Click
25,6,Blemishine
26,4,Perfumer
27,4,Earthspirit
28,4,Myrtle
29,3,Melantha
30,4,Mousse
31,3,Steward
32,3,Vanilla
33,3,Spot
34,3,Cardigan
35,4,Indigo
36,3,Melantha
37,4,Shirayuki
38,3,Hibiscus
39,4,Arene
40,4,Jackie
41,3,Kroos
42,4,Deepcolor
43,3,Midnight
44,4,Shaw
45,3,Hibiscus
46,4,Shaw
47,4,Myrtle
48,5,Aurora
49,4,Beanstalk
50,3,Lava
51,3,Ansel
52,4,Jessica
53,4,Vigna
54,4,Pinecone
55,3,Plume
56,3,Beagle
57,3,Midnight
58,3,Hibiscus
59,3,Cardigan
60,4,Doberman
61,6,Mlynar
1,3,Beagle
2,4,Perfumer
3,3,Cardigan
4,3,Popukar
5,3,Plume
6,5,Ashlock
7,4,Cuora
8,3,Beagle
9,4,Matoimaru
10,4,Roberta
11,3,Spot
12,3,Orchid
13,5,Proviso
14,3,Popukar
15,4,Perfumer
16,3,Orchid
17,4,Perfumer
18,4,Frostleaf
19,6,Mlynar
1,4,Beehunter
2,4,Beehunter
3,3,Ansel
4,3,Cardigan
5,5,Corroserum
6,3,Fang
7,5,Franka
8,4,Shirayuki
9,4,Jessica
10,3,Spot
11,4,Pinecone
12,4,Pinecone
13,4,Jaye
14,4,Utage
15,4,Scavenger
16,3,Lava
17,4,Shaw
18,4,Chestnut
19,4,Frostleaf
20,3,Catapult
21,4,Gummy
22,4,Jaye
23,3,Midnight
24,4,Arene
25,3,Cardigan
26,3,Popukar
27,4,Scavenger
28,4,Jessica
29,3,Midnight
30,3,Lava
31,3,Melantha
32,6,Gnosis
33,4,Greyy
34,3,Vanilla
35,3,Plume
36,4,Pinecone
37,3,Hibiscus
38,4,Matterhorn
39,4,Gravel
40,4,Beanstalk
41,3,Cardigan
42,4,Arene
43,4,Shirayuki
44,3,Hibiscus
45,3,Fang
46,4,Jackie
47,5,Franka
48,5,Proviso
49,4,Meteor
50,4,Vigna
51,4,Matoimaru
52,3,Beagle
53,4,Sussurro
54,4,Scavenger
55,4,Beanstalk
56,4,Perfumer
57,3,Orchid
58,3,Kroos
59,4,Scavenger
60,4,Arene
61,3,Popukar
62,4,Jessica
63,3,Spot
64,4,Cutter
65,4,Greyy
66,3,Fang
67,4,Podenco
68,3,Beagle
69,4,Perfumer
70,3,Popukar
71,5,Franka
72,3,Hibiscus
73,4,Myrrh
74,5,Hibiscus the Purifier
75,4,Frostleaf
76,4,Utage
77,4,Rope
78,4,Matterhorn
79,4,Frostleaf
80,5,Proviso
81,3,Lava
82,4,Doberman
83,5,Franka
84,4,Roberta
85,4,Jaye
86,3,Cardigan
87,3,Vanilla
88,4,Myrtle
89,4,Vigna
90,5,Proviso
91,4,Sussurro
92,5,Ptilopsis
93,6,Ifrit
94,5,Proviso
95,4,Cutter
96,3,Steward
97,4,Vermeil
98,4,Perfumer
99,5,Proviso
100,6,Mlynar
1,4,Vermeil
2,4,Arene
3,3,Plume
4,5,Franka
5,3,Kroos
6,4,Beanstalk
7,4,Beanstalk
8,3,Lava
9,3,Midnight
10,4,Meteor
11,3,Catapult
12,4,Beehunter
13,4,Matoimaru
14,4,Jessica
15,4,Cuora
16,3,Lava
17,4,Gravel
18,4,Myrrh
19,4,Haze
20,4,Beanstalk
21,4,Perfumer
22,4,Roberta
23,4,Myrtle
24,4,Jackie
25,4,Myrtle
26,4,Shirayuki
27,5,Flint
28,4,Scavenger
29,4,Doberman
30,3,Catapult
31,3,Melantha
32,4,Perfumer
33,3,Melantha
34,5,Mr. Nothing
35,3,Popukar
36,3,Spot
37,3,Fang
38,3,Fang
39,4,Scavenger
40,3,Midnight
41,3,Lava
42,4,Deepcolor
43,3,Fang
44,4,Pinecone
45,4,Utage
46,4,Meteor
47,3,Midnight
48,5,Texas
49,4,Mousse
50,3,Spot
51,3,Plume
52,4,Cuora
53,4,Roberta
54,4,Pinecone
55,4,Frostleaf
56,3,Midnight
57,3,Popukar
58,4,Meteor
59,4,Vermeil
60,5,Proviso
61,3,Plume
62,5,Manticore
63,4,Aciddrop
64,3,Cardigan
65,4,Gravel
66,4,Beehunter
67,4,Myrtle
68,4,Pinecone
69,3,Steward
70,4,Myrrh
71,3,Vanilla
72,3,Melantha
73,3,Spot
74,4,Ambriel
75,4,Perfumer
76,4,Mousse
77,4,Frostleaf
78,3,Vanilla
79,4,Haze
80,4,Vigna
81,4,Perfumer
82,3,Vanilla
83,4,Beehunter
84,3,Catapult
85,4,Cutter
86,3,Spot
87,3,Midnight
88,6,Mlynar
1,3,Lava
2,4,Vermeil
3,4,Jessica
4,4,Cuora
5,4,Jaye
6,6,Mlynar
1,4,Deepcolor
2,6,Nightingale
3,3,Vanilla
4,4,Beehunter
5,4,Rope
6,3,Steward
7,4,Jackie
8,4,Vermeil
9,4,Beanstalk
10,4,Vigna
11,5,Franka
12,3,Catapult
13,4,Sussurro
14,4,Vigna
15,3,Popukar
16,3,Midnight
17,3,Lava
18,3,Hibiscus
19,3,Kroos
20,4,Cutter
21,4,Rope
22,4,Matoimaru
23,3,Kroos
24,4,Greyy
25,4,Doberman
26,5,Proviso
27,4,Indigo
28,3,Kroos
29,4,Sussurro
30,4,Aciddrop
31,3,Melantha
32,3,Melantha
33,4,Myrrh
34,3,Hibiscus
35,3,Popukar
36,4,Arene
37,3,Steward
38,4,Cutter
39,4,Sussurro
40,4,Jaye
41,4,Mousse
42,4,Ambriel
43,4,Shaw
44,3,Melantha
45,4,Jessica
46,4,Chestnut
47,4,Greyy
48,4,Sussurro
49,4,Scavenger
50,4,Vigna
51,3,Fang
52,4,Haze
53,5,GreyThroat
54,3,Kroos
55,3,Steward
56,3,Hibiscus
57,5,Akafuyu
58,4,Greyy
59,3,Lava
60,4,Vermeil
61,3,Kroos
62,4,Arene
63,4,Sussurro
64,4,Sussurro
65,4,Aciddrop
66,5,Kafka
67,4,Podenco
68,3,Spot
69,4,Roberta
70,3,Plume
71,6,Goldenglow
72,4,Sussurro
73,3,Plume
74,3,Hibiscus
75,3,Popukar
76,3,Melantha
77,4,Perfumer
78,3,Lava
79,4,Cuora
80,3,Ansel
81,4,Mousse
82,3,Beagle
83,4,Shirayuki
84,4,May
85,4,Frostleaf
86,4,Doberman
87,3,Hibiscus
88,4,Jessica
89,3,Hibiscus
90,5,Proviso
91,4,Myrtle
92,3,Ansel
93,4,Utage
94,3,Spot
95,4,Scavenger
96,3,Orchid
97,3,Orchid
98,5,Franka
99,4,Aciddrop
100,3,Ansel
101,4,Sussurro
102,4,Cuora
103,4,Cuora
104,3,Beagle
105,4,Beehunter
106,5,Franka
107,4,Indigo
108,3,Cardigan
109,4,Vermeil
110,3,Popukar
111,3,Ansel
112,3,Vanilla
113,3,Beagle
114,3,Orchid
115,4,Matterhorn
116,3,Popukar
117,4,Myrtle
118,3,Fang
119,4,Myrrh
120,4,Shirayuki
121,3,Ansel
122,4,Scavenger
123,4,May
124,4,Meteor
125,3,Beagle
126,4,Gummy
127,3,Steward
128,4,Jackie
129,4,Click
130,3,Orchid
131,4,Ambriel
132,3,Kroos
133,3,Cardigan
134,4,Aciddrop
135,4,Meteor
136,4,Roberta
137,4,Vermeil
138,4,Sussurro
139,3,Popukar
140,4,Matoimaru
141,4,Podenco
142,3,Lava
143,3,Vanilla
144,3,Beagle
145,4,Haze
146,3,Midnight
147,4,Perfumer
148,4,Haze
149,3,Hibiscus
150,4,Doberman
151,5,Proviso
152,3,Vanilla
153,3,Fang
154,3,Ansel
155,4,Rope
156,6,Siege
157,4,Indigo
158,3,Kroos
159,3,Ansel
160,3,Steward
161,3,Steward
162,3,Ansel
163,3,Lava
164,4,Perfumer
165,4,Shaw
166,3,Vanilla
167,4,Doberman
168,3,Hibiscus
169,3,Vanilla
170,4,Beehunter
171,4,Shirayuki
172,4,Rope
173,4,Scavenger
174,6,Mlynar
1,4,Beanstalk
2,3,Beagle
3,4,Scavenger
4,3,Vanilla
5,3,Catapult
6,4,Utage
7,4,Rope
8,3,Midnight
9,3,Catapult
10,6,Mlynar
11,4,Pinecone
12,4,Utage
13,3,Kroos
14,3,Hibiscus
15,4,Vermeil
16,3,Spot
17,5,Proviso
18,3,Midnight
19,4,Deepcolor
20,3,Plume
21,4,Ambriel
22,3,Cardigan
23,4,Scavenger
24,3,Kroos
25,3,Cardigan
26,4,Rope
27,4,Jackie
28,3,Vanilla
29,4,Cutter
30,3,Orchid
31,4,Arene
32,3,Beagle
33,4,Perfumer
34,4,Shaw
35,6,Mlynar
1,4,Podenco
2,3,Plume
3,4,Meteor
4,4,Vermeil
5,4,Shaw
6,4,Jackie
7,4,Beanstalk
8,3,Melantha
9,4,Click
10,5,Platinum
11,4,Shirayuki
12,3,Plume
13,3,Kroos
14,4,Shaw
15,3,Orchid
16,3,Fang
17,3,Catapult
18,4,Rope
19,3,Catapult
20,4,Utage
21,3,Catapult
22,4,Aciddrop
23,3,Hibiscus
24,4,Jackie
25,3,Beagle
26,4,May
27,3,Midnight
28,5,Franka
29,4,Gummy
30,6,Exusiai
31,3,Spot
32,4,Frostleaf
33,4,Pinecone
34,4,Jaye
35,4,Indigo
36,4,Earthspirit
37,4,Click
38,4,Gravel
39,4,Jessica
40,3,Plume
41,3,Cardigan
42,4,Jessica
43,3,Melantha
44,4,May
45,3,Orchid
46,3,Popukar
47,4,Deepcolor
48,4,Jaye
49,4,Doberman
50,4,Earthspirit
51,3,Beagle
52,3,Cardigan
53,3,Beagle
54,3,Popukar
55,3,Plume
56,4,Jackie
57,5,Glaucus
58,3,Catapult
59,3,Vanilla
60,4,Ambriel
61,4,Mousse
62,3,Cardigan
63,3,Kroos
64,3,Hibiscus
65,3,Cardigan
66,3,Hibiscus
67,4,Frostleaf
68,4,Arene
69,4,Deepcolor
